ID | NOMBRE | PROMEDIO
2232 | Lázaro | 9.4
2233 | Manuelita | 4.3
2234 | Leyre | 6.3
2235 | Jose Miguel | 8.6
2236 | Ángel | 6.2
2237 | Maxi | 5.0
2238 | Isa | 6.0
2239 | Felisa | 2.8
2240 | Rosario | 9.0
2241 | Eli | 3.0
2242 | Flavio | 3.7
2243 | Isabel | 2.0
2244 | Emilia | 9.9
2245 | Evangelina | 8.8
2246 | Emiliano | 6.0
2247 | Zaida | 3.3
2248 | Leticia | 7.0
2249 | Eligia | 8.4
2250 | Fanny | 4.8
2251 | Regina | 8.9
2252 | Valeria | 4.9
2253 | María José | 7.5
2254 | Arturo | 4.5
2255 | Segismundo | 4.9
2256 | Maximino | 3.2
2257 | Luis | 4.0
2258 | Abel | 6.7
2259 | Amílcar | 5.1
2260 | Domitila | 9.9
2261 | Leonel | 4.4
2262 | Jaime | 6.5
2263 | Lupe | 3.4
2264 | Seve | 6.2
2265 | Julio César | 9.1
2266 | Vinicio | 6.1
2267 | Marcos | 7.4
2268 | Clarisa | 8.5
2269 | Filomena | 4.8
2270 | Juan Manuel | 7.2
2271 | Poncio | 6.6
2272 | Omar | 6.8
2273 | Gerardo | 2.2
2274 | Anunciación | 7.0
2275 | Herberto | 6.5
2276 | Victor | 6.1
2277 | Geraldo | 5.2
2278 | Felix | 8.7
2279 | Olalla | 4.7
2280 | Verónica | 5.4
2281 | Joaquina | 7.4
2282 | Agustín | 8.4
2283 | Máximo | 5.6
2284 | Gustavo | 6.1
2285 | Rufino | 9.4
2286 | Eliana | 8.0
2287 | Dulce | 4.9
2288 | Benjamín | 6.8
2289 | Carmela | 8.9
2290 | Custodio | 7.4
2291 | Victoria | 4.0
2292 | Luciana | 7.3
2293 | Anunciación | 1.1
2294 | Humberto | 9.8
2295 | Amor | 9.1
2296 | África | 4.8
2297 | Plinio | 8.8
2298 | Belen | 4.3
2299 | Rosalva | 4.1
2300 | Casandra | 8.6
2301 | Prudencio | 5.1
2302 | Gilberto | 2.2
2303 | Ibán | 8.6
2304 | Eugenio | 2.3
2305 | Ciro | 9.7
2306 | Gertrudis | 6.2
2307 | Felipe | 7.1
2308 | Paloma | 2.0
2309 | Dionisia | 2.7
2310 | Nidia | 4.5
2311 | Vanesa | 4.1
2312 | Omar | 1.8
2313 | Camilo | 9.9
2314 | Cesar | 5.2
2315 | Sabina | 3.5
2316 | Paulina | 6.7
2317 | Sarita | 9.9
2318 | Roque | 2.5
2319 | Rafaela | 6.6
2320 | Emigdio | 6.6
2321 | Gloria | 6.6
2322 | Luz | 4.9
2323 | Margarita | 2.8
2324 | Carmina | 2.8
2325 | Darío | 8.0
2326 | Dora | 6.8
2327 | Rosa María | 6.7
2328 | Nazaret | 2.4
2329 | Pablo | 5.7
2330 | Vicenta | 7.1
2331 | África | 2.6
2332 | Ascensión | 9.0
2333 | Aurelio | 7.6
2334 | Mamen | 4.5
2335 | Diego | 5.0
2336 | Remedios | 1.4
2337 | Onofre | 5.9
2338 | Leonel | 4.6
2339 | Maricela | 6.3
2340 | Eduardo | 3.5
2341 | Ester | 5.8
2342 | Lucio | 5.4
2343 | Águeda | 6.9
2344 | Rafa | 6.3
2345 | Itziar | 9.7
2346 | José | 8.5
2347 | Olga | 8.2
2348 | Celestina | 4.7
2349 | Poncio | 9.6
2350 | Javiera | 2.2
2351 | Berta | 4.3
2352 | Ariel | 2.7
2353 | Amancio | 3.0
2354 | Sabas | 5.7
2355 | Samuel | 3.4
2356 | Casemiro | 1.8
2357 | Graciano | 1.8
2358 | Maxi | 8.5
2359 | Jenaro | 9.8
2360 | Ale | 5.2
2361 | Sarita | 9.6
2362 | Eligio | 4.0
2363 | Heliodoro | 6.2
2364 | Roldán | 1.2
2365 | Nerea | 3.7
2366 | Rafaela | 1.8
2367 | Adriana | 6.0
2368 | Custodio | 6.7
2369 | Lupe | 6.4
2370 | Adrián | 7.1
2371 | Roberta | 7.7
2372 | Eric | 3.6
2373 | Nacio | 2.5
2374 | María José | 5.9
2375 | Aitana | 5.2
2376 | Carmelita | 6.6
2377 | Jacinta | 2.8
2378 | Judith | 6.7
2379 | Javiera | 4.4
2380 | Juan Antonio | 9.3
2381 | Leire | 6.9
2382 | Tomás | 1.5
2383 | Aitor | 4.1
2384 | Amando | 4.3
2385 | Alba | 5.9
2386 | Samanta | 6.5
2387 | Maricela | 6.3
2388 | Gabino | 6.1
2389 | Plinio | 7.3
2390 | Gabino | 9.5
2391 | Ovidio | 6.9
2392 | Berto | 8.6
2393 | Régulo | 8.6
2394 | Esther | 6.4
2395 | Leonardo | 3.3
2396 | Amparo | 6.8
2397 | Bautista | 8.4
2398 | María Dolores | 5.4
2399 | Plácido | 9.3
2400 | Georgina | 1.5
2401 | Eloy | 9.2
2402 | Domitila | 7.4
2403 | Alejandra | 2.9
2404 | Alejandra | 5.3
2405 | Sergio | 6.5
2406 | Marcelino | 6.2
2407 | Baudelio | 5.8
2408 | Elpidio | 8.3
2409 | Vera | 1.9
2410 | Fortunata | 7.2
2411 | Hilario | 9.1
2412 | Eric | 7.0
2413 | Martín | 6.0
2414 | Ciro | 3.3
2415 | Ramón | 2.9
2416 | Pepita | 2.9
2417 | Custodia | 8.3
2418 | Iris | 2.9
2419 | Josué | 5.2
2420 | Primitiva | 2.0
2421 | Maximiliano | 3.9
2422 | Eusebia | 1.6
2423 | Sonia | 8.5
2424 | Ileana | 9.7
2425 | Cándido | 5.0
2426 | Javi | 1.6
2427 | Jordi | 6.5
2428 | Zacarías | 1.5
2429 | Clímaco | 7.9
2430 | América | 8.3
2431 | Godofredo | 4.6
2432 | Joaquina | 2.2
2433 | Rebeca | 1.5
2434 | Dominga | 3.2
2435 | Nadia | 8.0
2436 | Heriberto | 2.4
2437 | Ciriaco | 8.5
2438 | Salvador | 3.5
2439 | Anabel | 6.1
2440 | Andrea | 1.5
2441 | Ramona | 1.4
2442 | Silvestre | 9.0
2443 | Amalia | 2.7
2444 | Albert | 3.1
2445 | Eligio | 8.7
2446 | Virginia | 9.8
2447 | Marita | 5.8
2448 | Pánfilo | 1.2
2449 | Gabriel | 8.8
2450 | Olga | 8.1
2451 | Corona | 5.0
2452 | Aitana | 7.0
2453 | Blas | 1.4
2454 | Jorge | 8.5
2455 | Blanca | 1.3
2456 | Inmaculada | 5.5
2457 | Cosme | 1.5
2458 | Vicenta | 7.8
2459 | Gema | 5.8
2460 | Remigio | 3.0
2461 | Maximiano | 4.4
2462 | Rosalina | 7.4
2463 | Guillermo | 3.3
2464 | Clementina | 5.0
2465 | Ariel | 4.7
2466 | Mauricio | 6.4
2467 | Isa | 3.6
2468 | Margarita | 5.9
2469 | Yéssica | 9.4
2470 | Julián | 8.9
2471 | Encarnación | 6.5
2472 | Amelia | 4.3
2473 | María Luisa | 3.9
2474 | Gregorio | 9.5
2475 | Mirta | 1.2
2476 | Clemente | 7.6
2477 | Sabina | 7.3
2478 | Victorino | 5.0
2479 | Almudena | 5.2
2480 | Macaria | 7.4
2481 | Sosimo | 9.9
2482 | Alberto | 2.4
2483 | Aníbal | 4.9
2484 | Hilario | 7.9
2485 | Plinio | 7.5
2486 | Susanita | 4.0
2487 | Sandalio | 6.9
2488 | Haydée | 8.9
2489 | Manuel | 4.5
2490 | Graciela | 8.5
2491 | Maxi | 9.4
2492 | Arsenio | 7.3
2493 | Eutropio | 4.6
2494 | Fátima | 2.8
2495 | Aurora | 3.4
2496 | Clarisa | 6.7
2497 | Lázaro | 5.3
2498 | Dora | 8.8
2499 | Antonio | 9.9
2500 | Cándida | 4.9
2501 | Nicodemo | 9.2
2502 | Zoraida | 1.7
2503 | Baltasar | 2.2
2504 | Lina | 1.9
2505 | Gregorio | 7.3
2506 | Begoña | 7.3
2507 | Marina | 8.0
2508 | Bernardo | 2.2
2509 | César | 5.7
2510 | María Dolores | 4.9
2511 | Adrián | 1.2
2512 | Dimas | 9.8
2513 | Borja | 2.8
2514 | Lucho | 4.6
2515 | Amarilis | 2.5
2516 | Nicodemo | 5.2
2517 | José | 5.8
2518 | Arcelia | 9.8
2519 | Ricarda | 5.3
2520 | Eusebia | 6.9
2521 | Erasmo | 4.5
2522 | Hector | 5.9
2523 | Maricruz | 1.6
2524 | Nicanor | 2.8
2525 | Azahar | 8.4
2526 | Joaquina | 7.5
2527 | Leoncio | 6.5
2528 | Jose Angel | 9.1
2529 | Merche | 8.0
2530 | Luis Miguel | 6.5
2531 | Xiomara | 1.1
2532 | Francisco | 6.5
2533 | Estefanía | 9.5
2534 | Nereida | 5.3
2535 | Nieves | 5.6
2536 | Vidal | 3.8
2537 | Aránzazu | 10.0
2538 | Merche | 4.3
2539 | Tiburcio | 9.8
2540 | Carmina | 7.3
2541 | Fortunato | 7.9
2542 | Yésica | 2.5
2543 | Vinicio | 1.3
2544 | Nando | 4.6
2545 | Sofía | 4.7
2546 | Eric | 6.4
2547 | Román | 5.0
2548 | Cirino | 3.1
2549 | Delia | 1.3
2550 | Dan | 6.9
2551 | Aurelia | 6.5
2552 | Miguel Ángel | 7.4
2553 | Anita | 7.6
2554 | Rogelio | 2.2
2555 | Alcides | 8.3
2556 | Fortunata | 4.5
2557 | Noemí | 2.7
2558 | Albino | 6.5
2559 | Marcio | 9.4
2560 | África | 9.6
2561 | Ruben | 7.0
2562 | Rubén | 3.6
2563 | Modesto | 2.7
2564 | Jeremías | 9.3
2565 | Araceli | 9.0
2566 | Godofredo | 3.7
2567 | Galo | 5.7
2568 | Amado | 4.5
2569 | Salomé | 9.5
2570 | Lino | 7.4
2571 | Reyna | 4.3
2572 | Anabel | 4.5
2573 | Feliciana | 4.7
2574 | Candelas | 4.6
2575 | Flavia | 7.4
2576 | Desiderio | 7.7
2577 | Maite | 2.8
2578 | Juan Bautista | 3.6
2579 | Irma | 3.5
2580 | Cristina | 6.9
2581 | Delia | 9.1
2582 | Adalberto | 8.5
2583 | Eugenio | 9.2
2584 | Bernardo | 5.2
2585 | Pío | 5.7
2586 | Baltasar | 7.0
2587 | Anabel | 5.0
2588 | Atilio | 9.2
2589 | Rosa María | 7.0
2590 | Andrés | 3.5
2591 | Rómulo | 3.7
2592 | Josefa | 3.1
2593 | Concepción | 2.4
2594 | Anselma | 5.9
2595 | Flor | 1.8
2596 | Purificación | 1.8
2597 | Susanita | 6.2
2598 | Moisés | 9.9
2599 | Clotilde | 3.1
2600 | Fabiana | 4.7
2601 | Narciso | 4.4
2602 | Adriana | 1.6
2603 | Florencia | 8.4
2604 | Valero | 9.6
2605 | Crescencia | 4.4
2606 | Marcial | 6.7
2607 | Joaquín | 9.2
2608 | Claudio | 7.8
2609 | Rocío | 8.9
2610 | Eloísa | 1.3
2611 | Anastasia | 3.1
2612 | Mariana | 2.6
2613 | Pánfilo | 9.5
2614 | Evelia | 7.4
2615 | Mariano | 8.4
2616 | Gonzalo | 8.6
2617 | Dulce | 8.6
2618 | Lourdes | 1.1
2619 | Pepito | 7.7
2620 | Alondra | 4.2
2621 | Alejandra | 3.9
2622 | Ezequiel | 5.7
2623 | Benigna | 3.4
2624 | Florentino | 2.9
2625 | Delia | 1.5
2626 | Epifanio | 9.0
2627 | Nazaret | 3.0
2628 | María Pilar | 7.8
2629 | Gonzalo | 6.9
2630 | Roberta | 9.8
2631 | Edelmiro | 3.2
2632 | Amalia | 4.4
2633 | Felicidad | 4.2
2634 | Aurelio | 3.9
2635 | Ruben | 6.2
2636 | Leticia | 2.8
2637 | Consuelo | 7.6
2638 | Amanda | 8.5
2639 | Heliodoro | 5.7
2640 | Marisol | 1.1
2641 | Ileana | 4.2
2642 | Hector | 8.2
2643 | Griselda | 7.9
2644 | Carla | 4.7
2645 | Georgina | 6.2
2646 | Diego | 8.0
2647 | Lupita | 6.5
2648 | Caridad | 7.5
2649 | Noemí | 4.1
2650 | Encarnita | 1.6
2651 | Dominga | 7.3
2652 | Nacho | 8.2
2653 | Elisa | 5.1
2654 | Juan Francisco | 7.2
2655 | Luís | 2.8
2656 | Sebastian | 8.2
2657 | Adolfo | 1.1
2658 | Adolfo | 4.0
2659 | Estela | 3.8
2660 | Heliodoro | 8.4
2661 | Elena | 8.9
2662 | María | 8.3
2663 | Albina | 1.3
2664 | Clemente | 8.4
2665 | Marcela | 3.2
2666 | Cintia | 3.9
2667 | Cayetano | 7.9
2668 | Florinda | 2.0
2669 | Eloísa | 7.4
2670 | Obdulia | 1.8
2671 | Fabiana | 6.8
2672 | Jose Manuel | 4.3
2673 | Trini | 6.8
2674 | Encarnación | 8.8
2675 | José María | 3.5
2676 | Toribio | 2.2
2677 | José Luis | 5.4
2678 | Jennifer | 9.9
2679 | Gastón | 6.9
2680 | Kike | 4.0
2681 | Cruz | 1.7
2682 | Perla | 1.3
2683 | Juan Bautista | 4.3
2684 | Jeremías | 9.3
2685 | Paco | 9.7
2686 | Alondra | 3.1
2687 | Visitación | 1.9
2688 | Francisco | 3.3
2689 | Josep | 4.7
2690 | Cristóbal | 5.7
2691 | Pía | 1.8
2692 | Pancho | 2.1
2693 | Perla | 5.5
2694 | Estela | 9.2
2695 | Ovidio | 7.2
2696 | Reinaldo | 2.5
2697 | Cipriano | 2.2
2698 | Rosario | 5.2
2699 | Ciro | 3.9
2700 | Omar | 5.7
2701 | Martín | 4.7
2702 | Adelardo | 8.1
2703 | Onofre | 8.7
2704 | Adelia | 7.9
2705 | Julio | 5.2
2706 | Ignacio | 5.7
2707 | Rubén | 2.8
2708 | Fidela | 1.8
2709 | Che | 2.7
2710 | Reinaldo | 4.9
2711 | Rosario | 4.6
2712 | Rómulo | 1.2
2713 | Lope | 4.5
2714 | Dionisio | 2.3
2715 | Gisela | 1.6
2716 | Odalis | 4.3
2717 | Samuel | 4.7
2718 | Raúl | 5.9
2719 | Loreto | 1.8
2720 | Lara | 8.9
2721 | Regina | 1.5
2722 | Amador | 8.8
2723 | Javi | 6.2
2724 | Jordi | 8.3
2725 | Chus | 5.7
2726 | Herberto | 4.0
2727 | Casandra | 7.9
2728 | Griselda | 1.0
2729 | Jacinta | 9.8
2730 | Anselma | 8.4
2731 | Azucena | 3.6
2732 | José | 4.0
2733 | Paulino | 8.4
2734 | Darío | 7.5
2735 | Mariana | 2.3
2736 | Paulina | 2.0
2737 | Reina | 4.9
2738 | Leire | 7.8
2739 | Estefanía | 6.8
2740 | Elba | 5.3
2741 | Rebeca | 8.8
2742 | Alejo | 7.3
2743 | Javi | 1.7
2744 | Xavier | 4.6
2745 | Nacio | 2.9
2746 | Perla | 3.0
2747 | Felipe | 5.4
2748 | Pelayo | 3.3
2749 | Ruperta | 2.9
2750 | Sonia | 7.5
2751 | Sara | 9.9
2752 | Pepita | 7.5
2753 | Feliciana | 7.7
2754 | Poncio | 7.5
2755 | Ariel | 6.6
2756 | Jordi | 4.1
2757 | Epifanio | 4.7
2758 | Feliciana | 4.6
2759 | Jose Angel | 1.8
2760 | Felicia | 3.6
2761 | Ileana | 7.1
2762 | Ema | 1.4
2763 | Blanca | 3.1
2764 | Diana | 8.4
2765 | Silvestre | 4.5
2766 | Flor | 6.9
2767 | Amarilis | 7.2
2768 | Felipe | 9.1
2769 | Donato | 4.5
2770 | Edu | 7.4
2771 | Jose Ignacio | 9.4
2772 | Angelita | 6.7
2773 | Flora | 7.2
2774 | Pepito | 4.4
2775 | Felipa | 5.8
2776 | Danilo | 9.7
2777 | Rosalva | 2.6
2778 | José Ángel | 4.7
2779 | Ligia | 1.3
2780 | Nicolás | 1.6
2781 | Modesta | 8.6
2782 | Federico | 5.0
2783 | Miriam | 3.2
2784 | Yolanda | 6.4
2785 | Olimpia | 8.1
2786 | Alondra | 5.9
2787 | Celestino | 5.2
2788 | Jafet | 5.3
2789 | Macario | 9.9
2790 | Lidia | 7.7
2791 | Máxima | 5.5
2792 | Zaira | 3.9
2793 | Zaida | 5.5
2794 | Yago | 7.2
2795 | Edu | 2.5
2796 | Juan Luis | 9.7
2797 | Iker | 9.4
2798 | Liliana | 4.9
2799 | Balduino | 7.8
2800 | Guiomar | 3.5
2801 | Anacleto | 1.5
2802 | Diego | 6.5
2803 | Inocencio | 6.7
2804 | Emperatriz | 7.2
2805 | Luis Ángel | 8.3
2806 | Visitación | 7.4
2807 | Belén | 6.6
2808 | Dominga | 1.3
2809 | Ester | 6.2
2810 | Tito | 1.0
2811 | Fermín | 5.0
2812 | Melchor | 1.9
2813 | Reyna | 2.7
2814 | Nidia | 1.6
2815 | Olga | 3.9
2816 | Ester | 9.3
2817 | Marianela | 3.5
2818 | María Fernanda | 7.4
2819 | Alfredo | 9.6
2820 | Ana Belén | 9.2
2821 | Quirino | 6.1
2822 | Chucho | 5.4
2823 | Merche | 9.3
2824 | Ani | 4.5
2825 | Adora | 1.4
2826 | Román | 4.5
2827 | Mariana | 7.7
2828 | Nidia | 7.5
2829 | Marco | 2.9
2830 | Fermín | 3.2
2831 | Desiderio | 6.3
2832 | Saturnina | 8.2
2833 | Moisés | 4.9
2834 | Otilia | 9.7
2835 | Jaime | 1.4
2836 | Soraya | 8.9
2837 | Sebastian | 3.3
2838 | Áurea | 6.6
2839 | Jordán | 4.2
2840 | Hortensia | 9.7
2841 | María | 8.8
2842 | Consuela | 8.2
2843 | Ruben | 4.8
2844 | María Del Carmen | 9.7
2845 | Ileana | 9.9
2846 | Nadia | 9.1
2847 | Porfirio | 2.3
2848 | Xavier | 9.5
2849 | Poncio | 8.5
2850 | Juan Luis | 2.4
2851 | Pelayo | 7.5
2852 | Pánfilo | 8.5
2853 | Ana Belén | 6.4
2854 | Hugo | 1.4
2855 | Rosa | 1.5
2856 | Cristian | 3.4
2857 | Tere | 6.1
2858 | Andrea | 2.7
2859 | Jose Antonio | 5.7
2860 | Andrés | 8.9
2861 | Odalis | 8.6
2862 | Marcial | 1.4
2863 | Moreno | 1.3
2864 | Carlos | 3.3
2865 | Natividad | 7.5
2866 | Magdalena | 3.4
2867 | Aarón | 4.1
2868 | Cruz | 8.8
2869 | Melisa | 7.8
2870 | Isabel | 9.0
2871 | Simón | 1.9
2872 | Vanesa | 6.6
2873 | Guiomar | 9.2
2874 | Felix | 7.3
2875 | Jenaro | 2.5
2876 | Piedad | 9.2
2877 | Ainoa | 7.6
2878 | Adán | 4.8
2879 | Obdulia | 8.5
2880 | Leandro | 9.9
2881 | Isabela | 9.8
2882 | Amarilis | 7.3
2883 | Cristian | 3.1
2884 | Toni | 8.0
2885 | Candelario | 9.7
2886 | Heraclio | 2.9
2887 | Ágata | 7.4
2888 | Tecla | 9.9
2889 | Omar | 3.4
2890 | Arsenio | 4.7
2891 | Ambrosio | 6.1
2892 | Carlito | 3.6
2893 | Armida | 2.9
2894 | Conrado | 6.9
2895 | Fernanda | 3.9
2896 | Elías | 1.6
2897 | Mauricio | 1.0
2898 | Gaspar | 9.9
2899 | Aitor | 3.4
2900 | Guiomar | 3.8
2901 | Odalis | 1.7
2902 | Lilia | 5.6
2903 | Lupe | 10.0
2904 | Gabino | 6.4
2905 | León | 4.9
2906 | Isidro | 4.9
2907 | Marcelo | 3.1
2908 | Antonia | 7.1
2909 | David | 5.4
2910 | Anunciación | 5.2
2911 | Loreto | 9.3
2912 | Macarena | 2.1
2913 | Sancho | 9.2
2914 | Amílcar | 2.0
2915 | Severo | 3.9
2916 | Mamen | 9.7
2917 | Concepción | 2.2
2918 | Aníbal | 5.0
2919 | Édgar | 2.5
2920 | Hector | 5.7
2921 | Miguel | 4.9
2922 | Ariel | 5.9
2923 | Lucila | 6.4
2924 | Paola | 6.2
2925 | Lázaro | 6.2
2926 | Esperanza | 7.0
2927 | Rosa | 1.5
2928 | Azeneth | 6.6
2929 | Marisol | 2.3
2930 | Remedios | 6.5
2931 | Bernabé | 9.8
2932 | Alejo | 2.0
2933 | Severiano | 5.5
2934 | América | 1.3
2935 | Heliodoro | 9.9
2936 | Pía | 9.7
2937 | Adelardo | 2.5
2938 | Paco | 9.2
2939 | Eustaquio | 4.1
2940 | Ruperto | 1.8
2941 | Nereida | 2.2
2942 | Candelas | 3.4
2943 | Marcos | 9.2
2944 | Manola | 8.2
2945 | Isidro | 3.1
2946 | Conrado | 1.3
2947 | Inocencio | 6.7
2948 | Carina | 4.3
2949 | Elena | 5.5
2950 | Lara | 5.8
2951 | Soledad | 7.5
2952 | Luis Ángel | 3.2
2953 | Alba | 8.1
2954 | Gala | 1.4
2955 | Chus | 5.4
2956 | Calixto | 2.2
2957 | Ainara | 5.9
2958 | Saturnino | 7.3
2959 | Arturo | 9.3
2960 | Jordana | 9.4
2961 | Mireia | 2.8
2962 | Hugo | 2.1
2963 | Gilberto | 7.6
2964 | Lucho | 8.2
2965 | Edmundo | 9.6
2966 | Ciriaco | 1.3
2967 | Casandra | 1.2
2968 | Fortunato | 6.7
2969 | Guadalupe | 7.2
2970 | Lisandro | 3.9
2971 | Lucía | 9.1
2972 | Virginia | 6.7
2973 | Gertrudis | 2.3
2974 | Samu | 5.4
2975 | Marcio | 6.0
2976 | Emelina | 7.7
2977 | Máximo | 8.3
2978 | Augusto | 6.1
2979 | Gregorio | 5.4
2980 | Herberto | 2.0
2981 | Magdalena | 9.0
2982 | Heliodoro | 3.3
2983 | Herminio | 3.5
2984 | Andrés | 2.1
2985 | Eladio | 1.9
2986 | Silvestre | 3.7
2987 | Adán | 1.9
2988 | Jimena | 8.6
2989 | Nacho | 4.0
2990 | Rosalinda | 7.0
2991 | Victorino | 6.2
2992 | Heraclio | 6.6
2993 | Ceferino | 6.8
2994 | Baudelio | 6.8
2995 | Cayetana | 1.2
2996 | Borja | 3.7
2997 | Priscila | 8.9
2998 | Alondra | 6.9
2999 | Mauricio | 2.6
3000 | Cintia | 5.2
3001 | Elisabet | 4.6
3002 | Seve | 1.1
3003 | Tadeo | 6.6
3004 | Dorita | 2.1
3005 | Gabriela | 9.6
3006 | Julián | 6.5
3007 | Milagros | 4.2
3008 | Donato | 8.6
3009 | Casemiro | 3.2
3010 | Pastora | 2.4
3011 | Aníbal | 9.3
3012 | Anastasio | 9.6
3013 | Chus | 4.2
3014 | Valero | 5.1
3015 | Matilde | 6.7
3016 | Belén | 8.7
3017 | Salud | 1.3
3018 | Florencia | 4.5
3019 | Leandra | 2.9
3020 | Anabel | 6.9
3021 | Vicente | 1.2
3022 | Luciana | 3.5
3023 | Hermenegildo | 6.0
3024 | Maura | 3.3
3025 | Leoncio | 6.3
3026 | Daniela | 5.5
3027 | René | 4.6
3028 | Perla | 7.9
3029 | Anacleto | 2.2
3030 | Fabio | 9.0
3031 | Diego | 6.2
3032 | Otilia | 6.3
3033 | Olivia | 5.3
3034 | Maristela | 2.0
3035 | Isabel | 2.2
3036 | Rodolfo | 6.9
3037 | Amaro | 1.4
3038 | Leyre | 5.1
3039 | Socorro | 3.4
3040 | Ileana | 3.3
3041 | Jordana | 2.1
3042 | Ángeles | 3.5
3043 | Tito | 3.7
3044 | Beatriz | 7.9
3045 | Manolo | 4.2
3046 | Anna | 10.0
3047 | Cristóbal | 7.5
3048 | Aurelia | 9.8
3049 | Ambrosio | 2.3
3050 | Gaspar | 8.5
3051 | Reyna | 3.6
3052 | Áurea | 6.0
3053 | Pío | 2.2
3054 | Isa | 7.1
3055 | Marcio | 10.0
3056 | Teodosio | 9.0
3057 | Buenaventura | 3.8
3058 | María Ángeles | 9.2
3059 | Gloria | 3.2
3060 | Sabina | 9.3
3061 | Ignacia | 4.6
3062 | Vidal | 1.2
3063 | Oriana | 8.2
3064 | Matilde | 5.6
3065 | Amado | 7.4
3066 | Evita | 1.1
3067 | Casemiro | 3.2
3068 | Florencio | 5.5
3069 | Jose Ignacio | 3.8
3070 | Evelia | 8.2
3071 | Lupe | 7.5
3072 | Pío | 8.1
3073 | Esmeralda | 7.1
3074 | Ainara | 3.5
3075 | Ximena | 3.1
3076 | Cándida | 4.2
3077 | León | 1.8
3078 | Carmen | 8.4
3079 | Ángel | 4.3
3080 | Alfredo | 5.6
3081 | Otilia | 8.2
3082 | Jordán | 1.6
3083 | Roberta | 4.0
3084 | Herminia | 8.1
3085 | Felix | 5.7
3086 | Lidia | 1.6
3087 | Amparo | 3.4
3088 | Estefanía | 7.9
3089 | Tiburcio | 8.8
3090 | María Fernanda | 2.9
3091 | Isidoro | 1.6
3092 | Baudelio | 5.1
3093 | Juliana | 3.9
3094 | Leonel | 9.1
3095 | Pánfilo | 7.1
3096 | Rubén | 8.8
3097 | Clotilde | 7.5
3098 | Guadalupe | 4.4
3099 | Aitor | 8.1
3100 | Prudencio | 7.5
3101 | Apolonia | 7.2
3102 | Tomás | 8.6
3103 | Clemente | 6.7
3104 | Francisco | 3.5
3105 | Norberto | 9.1
3106 | Maximino | 6.7
3107 | Elisabet | 3.2
3108 | Ana | 1.7
3109 | Viviana | 5.4
3110 | Sosimo | 5.9
3111 | Edelmira | 3.2
3112 | Juliana | 7.9
3113 | Amancio | 5.7
3114 | Mamen | 7.1
3115 | Piedad | 3.2
3116 | Manuela | 8.1
3117 | Adela | 8.4
3118 | Juan Francisco | 3.4
3119 | Florentino | 8.6
3120 | Adoración | 3.0
3121 | Trini | 3.2
3122 | Che | 2.5
3123 | Milagros | 1.8
3124 | Elisabet | 8.7
3125 | Rosalina | 2.5
3126 | Bárbara | 8.8
3127 | Esteban | 5.8
3128 | Ruth | 4.1
3129 | Albina | 1.1
3130 | Octavia | 2.8
3131 | Emigdio | 10.0
3132 | Mateo | 8.0
3133 | Felipa | 2.7
3134 | Epifanio | 3.7
3135 | Mauricio | 2.1
3136 | Edelmiro | 1.1
3137 | Damián | 7.3
3138 | Xiomara | 3.4
3139 | Visitación | 1.9
3140 | Eric | 5.1
3141 | Albano | 3.1
3142 | Consuelo | 7.0
3143 | Miriam | 3.6
3144 | Vera | 5.3
3145 | Virginia | 1.1
3146 | Sabina | 7.7
3147 | Apolinar | 3.7
3148 | Marco | 6.4
3149 | Manuela | 9.4
3150 | Natalio | 3.2
3151 | Joel | 4.0
3152 | Concha | 8.4
3153 | María | 6.5
3154 | María Belén | 3.3
3155 | Xiomara | 8.0
3156 | Cruz | 9.5
3157 | Abel | 7.5
3158 | Severino | 1.2
3159 | Jesusa | 5.8
3160 | Vinicio | 9.2
3161 | Ana Belén | 2.4
3162 | Juliana | 3.8
3163 | Juana | 2.7
3164 | Julia | 9.4
3165 | Lope | 3.4
3166 | Filomena | 6.1
3167 | Charo | 7.7
3168 | Angelita | 2.2
3169 | Teodora | 1.0
3170 | Chucho | 7.5
3171 | Onofre | 4.7
3172 | Clemente | 8.3
3173 | Odalys | 5.2
3174 | Jenaro | 8.4
3175 | Socorro | 9.9
3176 | Aarón | 6.7
3177 | Obdulia | 6.6
3178 | Gonzalo | 7.8
3179 | Áurea | 7.1
3180 | Erasmo | 3.2
3181 | Remigio | 4.6
3182 | Regina | 1.3
3183 | Leyre | 5.6
3184 | Nydia | 9.9
3185 | Jose Ramón | 6.6
3186 | Amílcar | 8.7
3187 | Luna | 2.2
3188 | Balduino | 8.6
3189 | Venceslás | 6.5
3190 | Consuela | 8.4
3191 | Sandalio | 6.7
3192 | Jorge | 2.5
3193 | Gertrudis | 2.9
3194 | Gerónimo | 8.7
3195 | Che | 8.9
3196 | Anunciación | 1.3
3197 | Plácido | 4.8
3198 | Eladio | 2.7
3199 | Nando | 7.1
3200 | Camilo | 8.6
3201 | Manola | 6.2
3202 | Rosaura | 6.1
3203 | Ramona | 2.2
3204 | Jordán | 9.9
3205 | María Belén | 6.5
3206 | Josep | 8.9
3207 | Dimas | 4.7
3208 | Mónica | 8.8
3209 | Ceferino | 1.9
3210 | Evelia | 1.8
3211 | Ibán | 8.6
3212 | Raquel | 2.9
3213 | Curro | 7.4
3214 | Valentín | 9.4
3215 | Osvaldo | 2.6
3216 | Celestino | 5.1
3217 | Candelario | 7.3
3218 | Encarnación | 2.7
